classes,Cell ID,Nuclear volume (fL),Cellular volume (fL),Nuclear surface area (micrometers squared),Cellular surface area (micrometers squared),Radial proximity (unitless),Apical proximity (unitless)
Desmoplakin,AICS-17_33_3,24.83136,64.98252,48.9141318,133.385088,0.1294446,0.006513757
Desmoplakin,AICS-17_33_9,4.77036,49.07844,19.33928964,86.24788368,0.7700772,0.02534553
Desmoplakin,AICS-17_34_3,23.25348,57.4182,45.82787892,123.5757108,0.04169905,0.02139318
Desmoplakin,AICS-17_34_4,22.05144,57.2832,48.22107456,134.629404,0.1004114,0.04805876
Desmoplakin,AICS-17_34_6,28.79064,78.00084,60.8976282,176.5448112,0.1668662,0.02740409
Desmoplakin,AICS-17_35_1,18.96588,50.01912,43.4124858,107.2365264,0.1789523,-0.09280461
Desmoplakin,AICS-17_35_2,27.5454,65.51928,53.4420918,140.4711708,0.04552398,0.02106706
Desmoplakin,AICS-17_36_1,26.86284,69.00228,55.56486696,176.122512,0.09145064,-0.08132666
Desmoplakin,AICS-17_36_5,23.28372,49.5558,46.47748404,100.9466312,-0.02190544,-0.06258625
Desmoplakin,AICS-17_37_2,29.94516,72.9972,55.07753508,144.3046884,0.07216713,0.01056959
Desmoplakin,AICS-17_37_3,21.54276,54.40176,47.26645488,123.0696036,0.08297531,0.04085205
Desmoplakin,AICS-17_37_5,35.75664,84.72276,62.00298588,157.38444,0.04596961,0.02509983
Desmoplakin,AICS-17_38_1,21.3354,55.32084,43.71609192,115.7644676,0.1012978,-0.04773515
Desmoplakin,AICS-17_38_3,18.82548,46.73052,43.13146128,107.5076453,0.08736996,-0.0922016
Desmoplakin,AICS-17_38_4,25.79256,58.03056,50.01042192,133.0796544,-0.01764948,0.04513076
Desmoplakin,AICS-17_38_5,18.78444,43.91064,45.70814988,104.0759288,-0.0194377,0.02066229
Desmoplakin,AICS-17_38_6,35.00928,85.52088,63.92696148,166.511946,0.0899407,0.04060605
Desmoplakin,AICS-17_39_1,31.17312,84.00888,63.95366364,147.4906728,0.1860498,8.75E-05
Desmoplakin,AICS-17_40_5,20.05344,51.64128,46.42064592,105.552975,0.08979601,0.01135699
Desmoplakin,AICS-17_40_7,24.01488,52.45992,50.95266828,117.6987912,-0.03647405,0.05771277
Desmoplakin,AICS-17_41_4,17.064,37.77084,39.25947348,88.00655964,-0.0161333,0.05744595
Desmoplakin,AICS-17_41_6,21.04596,39.62196,46.16862828,103.5215156,-0.1854421,0.03177425
Desmoplakin,AICS-17_41_7,23.11848,60.72192,50.05893744,149.0448456,0.1294008,-0.06531543
Desmoplakin,AICS-17_42_7,27.66852,73.97568,51.90302772,137.4252156,0.1771973,0.05294815
Desmoplakin,AICS-17_43_6,15.08868,38.21904,37.74378252,91.5604146,0.1077108,-0.001260462
Desmoplakin,AICS-17_43_12,7.41852,50.92308,26.23269552,84.93071292,0.6548622,0.09412107
Desmoplakin,AICS-17_43_13,6.6474,44.14284,24.99454872,74.240211,0.6444906,-0.006968622
Desmoplakin,AICS-17_44_2,31.05,90.9306,60.87344028,215.4539556,0.2201057,-0.08175078
Desmoplakin,AICS-17_45_10,24.15204,66.30552,50.97328272,133.007952,0.1781383,0.06367636
Desmoplakin,AICS-17_46_1,15.0984,42.59412,39.69797556,92.93697264,0.1811717,0.02081716
Desmoplakin,AICS-17_46_4,17.71956,48.51252,41.6983212,120.4435032,0.165158,-0.0989907
Desmoplakin,AICS-17_46_5,17.1558,47.75112,37.99862868,112.3643189,0.1709473,0.00744924
Desmoplakin,AICS-17_46_6,24.30864,71.19468,82.95235524,117.1607904,0.2345771,0.05127757
Desmoplakin,AICS-17_46_7,14.3208,41.90184,36.89582016,92.69756112,0.2068871,0.0238146
Desmoplakin,AICS-17_47_1,27.68688,66.71592,54.81448272,156.9640032,0.08051943,-0.05046976
Desmoplakin,AICS-17_47_6,31.62888,86.39676,62.83327872,181.952406,0.1889554,-0.03283808
Desmoplakin,AICS-17_47_7,22.96404,64.4544,46.337385,146.9837508,0.1691003,0.01118305
Desmoplakin,AICS-17_48_12,15.85224,35.43264,38.372133,90.80144004,0.01747282,0.07035927
Desmoplakin,AICS-17_48_15,22.842,63.10872,45.96819912,140.947014,0.1869479,0.04076875
Lamin B1,AICS-13_0_1,18.79956,47.74788,42.19702536,105.8332662,-0.51316,-0.3980282
Lamin B1,AICS-13_0_2,24.64236,63.48564,49.88685168,124.3638552,-0.4911021,-0.256387
Lamin B1,AICS-13_0_3,24.61536,63.16596,48.70607844,137.5391712,-0.3081694,-0.06665748
Lamin B1,AICS-13_0_4,20.16684,52.97292,41.47210944,100.9605061,-0.1960686,-0.02924028
Lamin B1,AICS-13_0_5,15.066,40.64256,35.50678404,94.32755688,-0.1593741,-0.117647
Lamin B1,AICS-13_0_6,18.14832,45.0522,45.83951892,95.35634664,-0.2368328,-0.2188206
Lamin B1,AICS-13_0_7,14.01948,52.02468,32.5749474,96.75398472,0.160888,0.02071846
Lamin B1,AICS-13_0_9,14.32944,43.12656,34.9113864,89.9063124,0.0171952,-0.219888
Lamin B1,AICS-13_1_2,31.66128,63.54072,61.53085584,125.5121412,-0.6818679,-0.05811073
Lamin B1,AICS-13_1_3,19.89036,46.74132,44.8870992,109.0817923,-0.3552054,-0.1681748
Lamin B1,AICS-13_1_4,7.96284,46.7694,23.58488652,84.68508564,0.3588966,0.06964181
Lamin B1,AICS-13_2_1,16.20216,43.54452,35.33865588,90.5515758,-0.2645502,-0.08652382
Lamin B1,AICS-13_2_2,22.95432,48.97368,45.82829796,101.9271732,-0.7233422,-0.2093453
Lamin B1,AICS-13_2_3,22.31604,61.14204,46.342914,136.7320536,-0.3684143,-0.08823219
Lamin B1,AICS-13_2_5,19.92492,50.7006,42.63991572,122.8856916,-0.7232028,-0.2556867
Lamin B1,AICS-13_2_6,26.0172,57.4398,52.62080832,115.0099163,-0.7299886,-0.2309974
Lamin B1,AICS-13_2_7,16.72812,49.61412,36.57140172,113.6071682,-0.06002968,-0.2479105
Lamin B1,AICS-13_2_8,19.09872,48.75336,40.02666588,101.871825,-0.6142939,-0.2473849
Lamin B1,AICS-13_2_9,21.71664,44.38584,52.41519936,88.747725,-0.5602201,-0.1503423
Lamin B1,AICS-13_3_1,20.19816,44.442,42.10338156,106.3299799,-0.733856,-0.2009998
Lamin B1,AICS-13_3_2,21.50928,54.40608,43.73172444,111.531279,-0.8053114,-0.1544152
Lamin B1,AICS-13_3_3,31.21956,79.27848,58.73691828,175.3680072,-0.8003984,-0.1678237
Lamin B1,AICS-13_3_5,20.88072,49.69728,48.91341012,119.3162856,-0.410162,-0.1859492
Lamin B1,AICS-13_3_6,7.21548,50.4144,22.76633844,90.9027546,0.5153857,0.02285772
Lamin B1,AICS-13_4_3,23.33556,50.53212,53.38588224,118.6691016,-0.6442661,-0.1692726
Lamin B1,AICS-13_4_4,22.34844,49.7394,44.42180184,101.1578274,-0.7085919,-0.1002202
Lamin B1,AICS-13_4_5,20.51676,50.0472,42.96805896,107.3218942,-0.548475,-0.333916
Lamin B1,AICS-13_5_1,16.20216,37.08396,38.09406504,93.37294884,-0.5650571,-0.2225419
Lamin B1,AICS-13_5_2,15.79716,35.87436,36.1074546,77.06170044,-0.5058885,-0.2652416
Lamin B1,AICS-13_5_3,24.27732,53.19,53.76157488,116.8179924,-0.7394895,-0.1188926
Lamin B1,AICS-13_5_6,20.05344,45.25632,43.48344324,100.0860511,-0.4717617,-0.06157332
Lamin B1,AICS-13_6_1,24.4296,62.19072,49.52861904,115.1120922,-0.6514267,-0.1525012
Lamin B1,AICS-13_6_2,29.60712,71.86968,55.16746572,148.0645248,-0.6871879,-0.2114068
Lamin B1,AICS-13_6_3,39.87252,96.3522,66.66314136,176.7530508,-0.8368312,-0.000449472
Lamin B1,AICS-13_6_4,23.65848,52.6932,47.44145064,113.9056411,-0.8082234,-0.2205234
Lamin B1,AICS-13_6_5,27.76572,66.27204,53.01434508,142.5415776,-0.4365075,-0.02285957
Lamin B1,AICS-13_6_6,30.5046,72.3816,56.49331992,155.9075568,-0.8499536,-0.1248896
Lamin B1,AICS-13_6_7,8.52552,51.31296,24.19725528,93.03959088,0.4020025,-0.0571823
Lamin B1,AICS-13_7_5,22.11516,54.51084,45.59188956,122.6655792,-0.7524897,-0.1523526
Lamin B1,AICS-13_7_8,19.278,47.11284,40.2899976,114.951856,-0.3719409,-0.0545595
Lamin B1,AICS-13_8_2,19.24776,49.1346,41.25150816,108.7005008,-0.7906268,-0.1261477
Lamin B1,AICS-13_8_3,17.30484,49.48236,54.83936904,126.260826,-0.6841578,-0.2087147
Lamin B1,AICS-13_8_4,17.31564,45.69696,39.27008916,108.4908644,-0.2319707,-0.2075453
Lamin B1,AICS-13_8_5,32.02524,87.77052,79.53493272,183.336402,-0.8235692,-0.1353327
Lamin B1,AICS-13_8_6,27.54972,68.73228,64.29140988,157.0383828,-0.4203932,-0.4471318
Lamin B1,AICS-13_8_8,20.6604,47.2392,52.11258264,102.0678542,-0.3335579,-0.466159
Lamin B1,AICS-13_8_9,26.45568,82.33704,65.64106788,180.2481936,-0.5521756,-0.3493166
Lamin B1,AICS-13_8_12,11.8638,39.59928,30.10871076,77.58518616,0.1229304,-0.03870495
Lamin B1,AICS-13_8_13,12.61872,43.57368,31.50036588,98.44719732,0.07946437,-0.1999035
Lamin B1,AICS-13_9_1,22.68,50.53104,46.29125568,121.6241484,-0.7844229,-0.2473997
Lamin B1,AICS-13_9_2,25.81524,59.26176,54.75003204,123.7148088,-0.5924766,-0.3032802
Lamin B1,AICS-13_9_6,29.72268,71.45712,70.38208644,154.054236,-0.4755327,-0.2051835
Lamin B1,AICS-13_10_1,29.31336,68.96772,54.4494756,149.2849788,-0.7695929,-0.1016875
Lamin B1,AICS-13_10_2,27.07344,61.04916,51.81753192,120.3140664,-0.5773442,-0.1824171
Lamin B1,AICS-13_10_3,16.18488,44.6958,36.40135296,89.84932296,-0.5933805,-0.1712554
Lamin B1,AICS-13_10_5,14.7366,43.33716,35.15311428,90.27513744,-0.01467368,-0.08449237
Lamin B1,AICS-13_10_6,29.36952,68.27004,54.36573744,134.5353528,-0.8164182,-0.159418
Lamin B1,AICS-13_10_7,21.40236,62.66808,43.9501956,130.3919784,-0.6506701,-0.03275914
Lamin B1,AICS-13_10_8,13.95036,34.9326,32.3706654,75.5004738,-0.3739785,-0.08899432
Lamin B1,AICS-13_10_9,9.95868,42.11352,26.8090152,90.1400436,-0.2442894,-0.01791606
Lamin B1,AICS-13_10_10,20.97252,49.90464,48.44566836,112.6741757,-0.7332748,-0.134285
Lamin B1,AICS-13_10_11,27.50004,67.46868,52.044477,129.591612,-0.6770014,-0.1968943
Lamin B1,AICS-13_11_1,28.8468,67.96116,53.53685304,142.7579652,-0.7664546,-0.2396669
Lamin B1,AICS-13_11_2,29.93004,69.8112,56.21437896,134.4241908,-0.8159782,-0.1723494
Lamin B1,AICS-13_11_3,32.92164,78.61212,59.09157744,148.8683832,-0.7333243,-0.08612729
Lamin B1,AICS-13_11_4,27.66204,68.02596,52.00021008,154.408092,-0.6910763,-0.2066898
Lamin B1,AICS-13_11_5,15.12324,97.50996,53.39080596,164.0120232,0.1731839,-0.2505758
Lamin B1,AICS-13_11_6,16.96032,41.23872,38.39382996,99.28470696,-0.3597583,-0.1090821
Lamin B1,AICS-13_12_1,21.21444,43.54452,43.1947596,104.1939934,-0.8229563,-0.07204567
Lamin B1,AICS-13_12_2,20.05884,48.01896,47.06460564,106.9889902,-0.4993251,-0.3108136
Lamin B1,AICS-13_12_3,24.81192,57.48732,51.06338796,125.6202768,-0.7524165,-0.1525023
Lamin B1,AICS-13_12_4,17.49924,40.50648,41.24113692,91.12229664,-0.5491815,-0.1478553
Lamin B1,AICS-13_12_5,17.66232,42.61032,38.1086616,91.2014952,-0.4499498,-0.03162313
Lamin B1,AICS-13_12_6,15.45588,43.25292,35.69364096,107.6174454,-0.3766927,-0.2230966
Lamin B1,AICS-13_12_7,21.53952,46.72728,44.1742656,106.8043099,-0.6484908,-0.08573769
Lamin B1,AICS-13_12_8,30.47976,68.00544,57.56234916,133.869894,-0.8415852,-0.1528537
Lamin B1,AICS-13_12_9,22.16268,47.99628,43.73550744,92.22822468,-0.5947253,-0.10514
Lamin B1,AICS-13_12_10,19.67652,59.68296,41.40427152,145.9345212,-0.3042898,-0.04308283
Lamin B1,AICS-13_13_1,22.06116,55.83924,47.81964588,139.4051796,-0.5855957,-0.3258289
Lamin B1,AICS-13_13_2,21.60108,61.38828,47.17402164,136.8429828,-0.1450065,-0.2465274
Lamin B1,AICS-13_13_3,20.92284,54.15336,47.21506428,113.9612687,-0.625351,-0.3392214
Lamin B1,AICS-13_13_4,23.8086,69.4764,59.37881772,124.3323108,-0.2850577,-0.3991748
Lamin B1,AICS-13_13_5,15.33492,44.07048,37.55039556,100.4186758,0.02910013,-0.2862253
Lamin B1,AICS-13_13_6,27.8316,80.1522,66.3130218,149.0937336,-0.3612733,-0.2166155
Lamin B1,AICS-13_13_7,18.171,46.93572,45.04812696,127.503978,-0.6402935,-0.2920114
Lamin B1,AICS-13_13_8,15.28524,37.95336,36.37653648,95.47886928,-0.1462729,-0.08055829
Lamin B1,AICS-13_13_9,28.88028,76.62708,55.03080048,140.0704056,-0.2106379,-0.1480259
Lamin B1,AICS-13_13_11,10.26108,44.26812,26.87729544,83.60044716,0.2502572,-0.05858818
Lamin B1,AICS-13_13_12,17.03052,45.84492,38.32048632,100.7305928,-0.2427264,-0.08432008
Lamin B1,AICS-13_13_13,23.17248,56.41164,49.022733,125.4883956,-0.3000714,-0.08518205
Lamin B1,AICS-13_13_14,9.7416,43.35876,25.55298936,94.53494676,0.2658646,-0.0501472
Lamin B1,AICS-13_14_1,18.90756,47.58372,40.40979648,103.3357645,-0.3747081,-0.2071355
Lamin B1,AICS-13_14_2,16.59528,44.1342,36.62148864,91.7053326,-0.2247344,-0.1911968
Lamin B1,AICS-13_14_3,14.83596,40.70736,37.142658,100.4071987,-0.5707169,-0.3668964
Lamin B1,AICS-13_14_4,24.1596,54.37584,46.86598068,106.6412917,-0.7576293,-0.2399766
Lamin B1,AICS-13_14_5,23.83452,56.7486,46.16116704,119.4846,-0.7454743,-0.1107652
Lamin B1,AICS-13_14_6,22.88952,54.38772,48.12393876,132.7267296,-0.7651751,-0.2379574
Lamin B1,AICS-13_14_7,19.02636,41.95584,41.56751088,93.75070176,-0.7639695,-0.1746013
Lamin B1,AICS-13_14_8,22.275,55.03248,45.57881784,113.1438264,-0.6434084,-0.09245265
Lamin B1,AICS-13_14_9,16.78536,40.6134,37.74693696,95.0907684,-0.4242812,-0.08800932
Lamin B1,AICS-13_14_10,16.60284,44.85456,49.87807512,106.9240739,-0.1884264,-0.1569524
Lamin B1,AICS-13_14_11,18.34164,42.26364,40.31172948,98.59926228,-0.4519345,-0.1628711
Lamin B1,AICS-13_15_2,19.96704,54.96552,42.56808528,117.2748624,-0.5976686,-0.1137454
Lamin B1,AICS-13_15_3,36.6066,93.20616,65.65482636,178.55178,-0.7598424,-0.2015626
Lamin B1,AICS-13_15_4,21.82248,56.76696,45.27059064,120.0659016,-0.7385885,-0.2165996
Lamin B1,AICS-13_15_5,27.01296,63.79344,52.34832756,143.3677848,-0.4727441,-0.1625963
Lamin B1,AICS-13_15_6,30.90852,75.73932,55.97581716,142.2853812,-0.8122422,-0.14772
Lamin B1,AICS-13_15_7,17.77896,51.7752,46.43942124,128.5823076,-0.2722332,-0.1446724
Lamin B1,AICS-13_15_8,22.1832,51.44796,43.52730276,92.20213944,-0.6231834,-0.1208351
Lamin B1,AICS-13_15_9,24.32376,57.04452,47.06187024,109.0660085,-0.2789244,-0.181889
Lamin B1,AICS-13_15_10,18.24984,44.98956,38.67679836,95.09666988,-0.5354574,-0.1719433
Lamin B1,AICS-13_16_1,22.86468,58.84272,46.26752172,141.417852,-0.8614512,-0.1196824
Lamin B1,AICS-13_16_2,22.04388,51.75252,52.67981148,110.6635868,-0.8442883,-0.204349
Lamin B1,AICS-13_16_3,21.2922,55.0584,44.94389076,124.3443,-0.5718594,-0.2908413
Lamin B1,AICS-13_16_4,17.847,46.548,39.74447736,95.29222188,-0.5880694,-0.2798077
Lamin B1,AICS-13_16_5,22.14756,50.04612,45.03059712,108.8464664,-0.7310843,-0.1458374
Lamin B1,AICS-13_16_6,27.10044,71.25516,52.05381228,132.72219,-0.4544151,-0.1181228
Lamin B1,AICS-13_16_7,20.02212,43.88148,43.55160708,97.36343184,-0.6401294,-0.1017437
Lamin B1,AICS-13_16_8,22.39812,55.61568,46.77808704,129.4054884,-0.7033321,-0.1733773
Lamin B1,AICS-13_17_1,23.89608,59.15916,62.13982572,121.81551,-0.267933,-0.1494145
Lamin B1,AICS-13_17_3,24.36264,54.70956,49.22143944,127.7179212,-0.7981099,-0.1657413
Lamin B1,AICS-13_17_4,29.69892,77.75028,64.99878432,155.2500132,-0.5877779,-0.1653715
Lamin B1,AICS-13_17_5,22.51584,54.96228,46.48325748,109.0283298,-0.6826714,-0.2877308
Lamin B1,AICS-13_17_6,22.90896,48.07944,47.5144218,108.8887778,-0.735656,-0.298006
Lamin B1,AICS-13_17_7,29.96784,72.79416,54.81918528,149.6284752,-0.4492202,-0.07780519
Lamin B1,AICS-13_17_9,19.80936,46.71864,42.96499764,117.0642948,-0.567292,-0.1366953
Lamin B1,AICS-13_18_3,23.03964,63.12708,56.17156704,136.600638,-0.3746808,-0.2004849
Lamin B1,AICS-13_18_4,16.41816,39.64464,39.6600408,95.20659804,-0.3011633,-0.06842371
Lamin B1,AICS-13_18_5,16.69464,55.62,40.60146072,129.4067688,0.05615906,-0.1774934
Lamin B1,AICS-13_18_6,19.16568,42.39756,42.7689684,89.98087824,-0.3497258,-0.2076992
Lamin B1,AICS-13_19_1,26.52264,66.609,52.90633752,129.8405916,-0.6703801,-0.2418161
Lamin B1,AICS-13_19_3,36.369,85.28436,63.31155468,158.930232,-0.8160142,-0.1799643
Lamin B1,AICS-13_19_5,26.82936,61.89156,51.80555436,129.1369536,-0.8053643,-0.1475578
Lamin B1,AICS-13_19_6,33.0372,70.26804,58.773561,146.6891424,-0.8473602,-0.1431701
Lamin B1,AICS-13_19_7,18.24552,45.04032,38.2899546,88.51565832,-0.3884032,-0.1204481
Lamin B1,AICS-13_19_8,23.42304,55.24092,48.28500144,130.610694,-0.6863995,-0.07954887
Lamin B1,AICS-13_20_1,15.16104,43.69896,35.63088972,100.518384,-0.3095753,-0.265692
Lamin B1,AICS-13_20_2,26.94168,62.07948,50.2213038,124.0368876,-0.6786982,-0.1323047
Lamin B1,AICS-13_20_5,31.01112,69.01848,61.33043832,138.0013956,-0.7848729,-0.06513408
Lamin B1,AICS-13_20_6,29.58228,74.56212,61.41530556,139.159692,-0.5580518,-0.06214724
Lamin B1,AICS-13_20_7,15.11892,40.61448,38.20490112,93.99973956,-0.3651283,-0.1770887
Lamin B1,AICS-13_21_1,24.31188,62.01252,49.68820344,139.101492,-0.5862945,-0.2819379
Lamin B1,AICS-13_21_2,32.38272,87.12792,60.79598772,157.3290336,-0.3905012,-0.001043944
Lamin B1,AICS-13_21_3,19.04904,46.90116,43.10417712,111.1128326,-0.6864572,-0.2448586
Lamin B1,AICS-13_21_4,10.30104,46.03176,27.39492624,98.8216794,0.08185069,-0.0772627
Lamin B1,AICS-13_21_5,21.22092,51.1704,43.5631074,124.697574,-0.4737616,-0.05597851
Lamin B1,AICS-13_21_6,17.76924,53.13276,40.86659664,143.6625096,-0.2789848,-0.06995884
Lamin B1,AICS-13_21_7,20.71116,51.29892,41.720379,99.99873948,-0.3665884,-0.04715499
Lamin B1,AICS-13_22_1,29.0304,80.71164,60.20634024,176.3507724,-0.7241707,-0.2473687
Lamin B1,AICS-13_22_3,19.94544,54.3618,58.50719124,125.5974624,-0.4572029,-0.1604038
Lamin B1,AICS-13_22_4,19.68624,58.66668,52.35408936,123.9429528,-0.6280582,-0.1189209
Lamin B1,AICS-13_22_5,17.55432,51.25572,40.43099292,112.1816058,-0.5156023,-0.1182608
Lamin B1,AICS-13_22_6,24.07752,61.41744,53.65007532,165.8227416,-0.6321939,-0.387164
Lamin B1,AICS-13_23_1,16.65468,44.15364,36.14776392,97.33890636,-0.307749,-0.1618215
Lamin B1,AICS-13_23_3,23.13792,57.38796,49.24992252,121.4493156,-0.3619215,-0.06401256
Lamin B1,AICS-13_23_5,30.24,76.10652,55.12944948,144.6629676,-0.6618724,-0.1854441
Lamin B1,AICS-13_23_6,18.57384,44.94312,39.69378516,91.83341916,-0.6057923,-0.2265906
Lamin B1,AICS-13_23_7,19.11708,52.37892,40.5704634,117.1535736,-0.336105,-0.04075741
Lamin B1,AICS-13_23_9,23.43492,53.95572,50.21010612,111.5713555,-0.260903,-0.007575207
Lamin B1,AICS-13_24_1,41.29812,115.236,69.18999912,180.727296,-0.8083467,0.1647173
Lamin B1,AICS-13_24_2,28.48608,62.89056,55.20100056,133.9924632,-0.7392696,-0.1486993
Lamin B1,AICS-13_24_3,29.82204,72.9756,56.06961228,144.824298,-0.7172984,-0.2081691
Lamin B1,AICS-13_24_4,10.27188,37.89288,26.66640192,86.65992804,-0.1785506,-0.2349639
Lamin B1,AICS-13_25_1,19.91088,37.32696,42.6110718,87.375369,-0.6607641,-0.120351
Lamin B1,AICS-13_25_2,28.50444,61.23168,56.4299052,137.1175704,-0.805348,-0.1962226
Lamin B1,AICS-13_25_3,20.15172,45.72612,44.8272114,113.411139,-0.6491826,-0.2322785
Lamin B1,AICS-13_25_5,33.61932,77.24916,61.94315628,152.7800052,-0.6514541,-0.1152707
Lamin B1,AICS-13_25_6,21.56868,44.03268,46.76318784,106.4082007,-0.6570375,-0.01695286
Lamin B1,AICS-13_25_7,18.6408,38.14344,45.5458068,85.78990788,-0.7461497,-0.1004224
Lamin B1,AICS-13_26_1,19.0674,45.53928,40.3164786,93.9141972,-0.3425614,-0.1252095
Lamin B1,AICS-13_26_2,29.55636,73.94328,61.14057828,134.3720436,-0.7846991,-0.1690412
Lamin B1,AICS-13_26_3,13.33044,31.7358,32.83928016,76.80102264,-0.2857854,-0.301582
Lamin B1,AICS-13_26_5,30.36096,74.68092,55.2168426,141.76938,-0.78377,-0.1401365
Lamin B1,AICS-13_26_6,26.67708,62.94888,51.5218992,126.6549564,-0.7005189,-0.2430089
Lamin B1,AICS-13_26_7,30.26916,76.61196,54.28016016,154.2935544,-0.7745608,-0.2052877
Lamin B1,AICS-13_26_8,27.00324,71.2098,52.50784212,151.2963708,-0.6554808,-0.138838
Lamin B1,AICS-13_26_9,18.1386,46.33524,39.16780848,102.2273921,-0.3387671,-0.1176109
Lamin B1,AICS-13_26_10,18.3168,53.3898,48.2845242,118.1103816,-0.1466662,-0.1376905
Lamin B1,AICS-13_26_11,17.49816,41.47848,40.19232636,89.74845072,-0.6626884,-0.3168038
Lamin B1,AICS-13_27_1,17.0424,41.54436,37.44984924,90.66673032,-0.2928262,0.0199296
Lamin B1,AICS-13_27_2,25.04952,61.57404,49.992927,129.9369708,-0.7432106,-0.208832
Lamin B1,AICS-13_27_3,26.49996,63.1476,50.92328892,130.1226288,-0.5906153,-0.2393457
Lamin B1,AICS-13_27_4,25.19532,64.52568,49.3654146,134.2032636,-0.3363422,-0.1374839
Lamin B1,AICS-13_27_5,21.5406,52.2558,44.73632628,113.1095117,-0.5825516,-0.2935651
Lamin B1,AICS-13_27_7,22.94352,57.21732,48.14232996,131.906808,-0.3867995,-0.1212379
Lamin B1,AICS-13_27_9,25.7364,54.31104,51.62273652,122.4360384,-0.395649,-0.1271172
Lamin B1,AICS-13_28_1,19.08576,42.91164,40.61581284,105.3766406,-0.7144449,-0.215906
Lamin B1,AICS-13_28_2,23.56776,54.9612,49.34741916,148.7845752,-0.7017973,-0.2644281
Lamin B1,AICS-13_28_3,29.63412,63.54072,60.598713,131.9412624,-0.7232484,-0.2020803
Lamin B1,AICS-13_28_4,21.01896,49.3992,48.80499516,106.983659,-0.5965627,-0.1557574
Lamin B1,AICS-13_28_5,30.1644,68.75604,56.7983694,132.1013124,-0.611206,-0.1291064
Lamin B1,AICS-13_28_6,11.88324,48.14964,29.66746164,99.54489588,-0.2213579,-0.2812741
Lamin B1,AICS-13_28_7,20.34936,46.8396,44.21050092,117.7103148,-0.823607,-0.1622081
Lamin B1,AICS-13_28_8,21.8484,53.6598,45.8407062,111.4751858,-0.6434545,-0.1522004
Lamin B1,AICS-13_28_9,23.2254,51.59916,46.73130588,107.0383554,-0.594227,-0.1127775
Lamin B1,AICS-13_29_3,29.37492,72.4464,53.23345644,125.4299628,-0.6364366,-0.2108343
Lamin B1,AICS-13_29_4,21.58272,44.58672,46.62166872,102.6955762,-0.662131,-0.3329944
Lamin B1,AICS-13_29_5,28.80144,62.9802,53.42328156,121.4759712,-0.7235346,-0.1712016
Lamin B1,AICS-13_29_6,22.04064,51.77628,43.9027044,108.757758,-0.6141894,-0.1454293
Lamin B1,AICS-13_29_7,33.96168,79.23204,60.87026256,151.8776724,-0.4157404,-0.0225908
Lamin B1,AICS-13_29_8,28.29384,70.54668,52.18076976,124.5791952,-0.7209882,-0.09139756
Lamin B1,AICS-13_29_9,20.3256,52.15428,42.40496232,110.0645808,-0.3691195,-0.1019213
Lamin B1,AICS-13_30_1,18.57708,64.80864,54.89145804,145.0061148,-0.1090922,-0.193686
Lamin B1,AICS-13_30_3,25.56468,70.3188,60.1006956,160.0490688,-0.1346673,-0.1063113
Lamin B1,AICS-13_30_7,12.00636,100.44756,49.08229488,129.4395936,0.799168,0.004712567
Lamin B1,AICS-13_30_8,10.92744,48.43368,28.64146548,93.89160396,0.2193261,-0.1227775
Lamin B1,AICS-13_31_2,26.95896,66.95568,51.15859152,145.1312448,-0.6243908,-0.1995883
Lamin B1,AICS-13_31_3,16.76484,46.40544,40.8902142,108.7697938,-0.2454754,-0.1435477
Lamin B1,AICS-13_31_4,30.348,73.85688,58.2812472,159.2895588,-0.7543724,-0.2174478
Lamin B1,AICS-13_31_6,27.59076,70.10172,57.02239284,139.3992432,-0.6057199,-0.2721623
Lamin B1,AICS-13_31_7,19.48428,51.31836,42.23982564,109.1896486,-0.5128577,-0.1484544
Lamin B1,AICS-13_31_8,31.29732,74.4984,59.89132692,157.8245484,-0.6102651,-0.2504532
Lamin B1,AICS-13_31_9,4.6008,42.75828,18.3832848,74.43799788,0.7534548,0.0302304
Lamin B1,AICS-13_32_1,23.65092,58.77144,48.05014116,132.243204,-0.6384453,-0.2143901
Lamin B1,AICS-13_32_4,22.72644,63.80532,48.59581272,119.7877056,-0.1961464,-0.08049148
Lamin B1,AICS-13_32_5,22.28148,57.99816,49.24268244,136.7631324,-0.7245738,-0.1858864
Lamin B1,AICS-13_33_2,29.84472,75.75444,54.9174618,143.6303832,-0.3722591,-0.04415195
Lamin B1,AICS-13_33_3,16.56936,35.6778,43.1353956,79.6661388,-0.6967785,-0.2347849
Lamin B1,AICS-13_33_4,19.2078,48.00492,40.9431762,111.534352,-0.593901,-0.2023
Lamin B1,AICS-13_33_6,24.435,60.78024,53.16221964,145.6904304,-0.3565373,-0.08219721
Lamin B1,AICS-13_33_7,18.29412,35.67456,42.37586232,87.32267472,-0.5258614,-0.1009896
Lamin B1,AICS-13_33_8,24.85404,66.933,60.29192916,137.8233036,-0.1589826,-0.126305
Lamin B1,AICS-13_33_9,25.33788,62.64864,48.19055448,106.7417333,-0.2269406,-0.01949392
Lamin B1,AICS-13_34_1,19.07496,41.60592,47.76528708,95.38131444,-0.4223523,-0.2668056
Lamin B1,AICS-13_34_2,19.7208,55.62972,51.11841024,113.8341017,-0.4973325,-0.05790242
Lamin B1,AICS-13_34_3,26.59176,68.88024,62.93629272,139.2425688,-0.7414683,-0.2753118
