classes,Cell ID,Nuclear volume (fL),Cellular volume (fL),Nuclear surface area (micrometers squared),Cellular surface area (micrometers squared),Radial proximity (unitless),Apical proximity (unitless)
Tom20,AICS-11_76_5,16.24968,32.03496,38.21896224,86.87334744,0.02191922,0.02147865
Tom20,AICS-11_77_2,19.3536,35.44992,49.02561972,101.8092484,-0.02119712,0.06074581
Tom20,AICS-11_77_3,14.64048,32.11488,38.86014,98.5335312,0.1153706,0.1069898
Tom20,AICS-11_78_1,17.80596,44.118,40.87552452,92.53457784,0.332241,0.1169982
Tom20,AICS-11_78_2,14.3478,38.53332,35.69620176,76.789662,0.2808308,0.08873248
Tom20,AICS-11_78_4,25.51608,64.11096,51.93213936,147.7656096,0.2704376,0.02960378
Tom20,AICS-11_79_1,19.35792,36.66276,45.25863636,92.56306092,0.1015065,-0.1085049
Tom20,AICS-11_79_2,13.13928,34.6302,32.3261424,74.3949066,0.4067492,0.0808963
Tom20,AICS-11_79_4,15.309,37.665,36.740496,79.64440692,0.1554966,0.09978113
Tom20,AICS-11_79_5,19.08684,42.309,41.24448924,100.4425378,0.07506669,0.01930744
Tom20,AICS-11_79_7,14.2668,35.16372,35.3612142,84.38769528,0.3708321,-0.08779406
Tom20,AICS-11_79_8,20.50704,46.64088,49.1147472,113.9899729,0.2892461,0.09169694
Tom20,AICS-11_80_2,14.90076,33.19596,35.50932156,81.68496876,0.2171748,-0.05799136
Tom20,AICS-11_81_1,27.30888,71.05212,81.09952332,123.3660744,0.2625155,0.0206953
Tom20,AICS-11_81_2,12.10032,34.75656,31.48856292,87.12131436,0.2655862,-0.03526848
Tom20,AICS-11_81_3,14.76252,37.95444,36.74452344,95.21268576,0.2792569,-0.02472072
Tom20,AICS-11_82_1,13.72572,31.3848,34.42350744,80.25846348,0.1918689,0.04658873
Tom20,AICS-11_82_2,6.15708,29.84364,20.40322056,61.53739752,0.5690249,0.04213763
Tom20,AICS-11_82_3,12.19644,27.51516,31.60710468,74.10800388,0.2360302,0.01484542
Fibrillarin,AICS-14_152_3,17.26704,42.97968,37.5795072,103.9638473,-1,0.2084889
Fibrillarin,AICS-14_152_4,17.2206,43.06392,38.58682116,97.74357096,-1,0.2045688
Fibrillarin,AICS-14_152_5,28.20204,62.48232,53.424108,126.5848836,-1,0.6382146
Fibrillarin,AICS-14_152_7,29.58012,76.70808,55.4487696,149.3017404,-1,0.5640366
Fibrillarin,AICS-14_153_1,24.65532,68.40504,47.841855,142.4036436,-1,0.1690335
Fibrillarin,AICS-14_153_2,15.4008,34.98336,35.4402498,74.90703168,-1,-0.165871
Fibrillarin,AICS-14_154_1,15.17832,30.69576,35.7828732,79.4339208,-1,-0.1479392
Fibrillarin,AICS-14_154_4,25.43184,60.90444,50.32335168,126.4314684,-1,-0.5554716
Fibrillarin,AICS-14_154_5,26.41032,63.41436,54.57717804,140.199144,-1,-0.3546936
Fibrillarin,AICS-14_154_12,7.75332,63.03096,32.30301372,109.8680045,-0.02740851,-0.01761999
Fibrillarin,AICS-14_154_14,5.12568,47.11608,19.38259044,82.68674208,-0.9749861,-0.192064
Fibrillarin,AICS-14_155_2,17.07264,39.03444,37.13312484,96.41594748,-1,0.3399536
Fibrillarin,AICS-14_155_3,16.00668,49.44024,38.30670456,114.9569776,-1,0.1036793
Fibrillarin,AICS-14_155_5,26.49996,62.45532,53.17905108,119.3679672,-1,0.2228138
Fibrillarin,AICS-14_155_7,18.71964,42.39432,42.62011608,93.32757612,-1,0.1206066
Fibrillarin,AICS-14_156_2,15.46452,30.24108,37.72714896,81.89424432,-1,0.4990415
Fibrillarin,AICS-14_156_7,25.00524,69.54444,53.5398678,155.8961496,-1,-0.9999031
Fibrillarin,AICS-14_156_9,8.31492,29.052,24.32988144,69.70548816,-1,-0.4474966
Fibrillarin,AICS-14_157_2,17.19144,43.18812,39.30092352,100.8306968,-1,-0.5414343
Fibrillarin,AICS-14_157_4,24.4026,50.14116,49.0427538,110.3094049,-1,0.3080833
Fibrillarin,AICS-14_158_1,27.6372,67.7484,53.17857384,129.6366588,-1,0.2339603
Fibrillarin,AICS-14_158_2,21.45852,50.5278,43.92760236,99.61444488,-1,0.7040566
Fibrillarin,AICS-14_158_4,20.45412,44.03484,44.95447152,106.295479,-1,0.1708312
Fibrillarin,AICS-14_158_5,30.13848,73.06308,55.3163064,145.8245232,-1,-0.5689716
Fibrillarin,AICS-14_158_6,25.65324,65.81952,49.87452492,134.9912916,-1,-0.524649
Fibrillarin,AICS-14_158_7,31.61808,85.0662,57.13506804,142.92174,-1,0.6533148
Fibrillarin,AICS-14_158_8,25.44264,60.82776,49.02594564,128.061534,-1,0.08138988
Fibrillarin,AICS-14_158_9,36.44028,93.3714,68.65305756,154.9841556,-0.9994073,-0.3816511
Fibrillarin,AICS-14_159_1,16.73568,47.93688,37.21957512,103.0505845,-1,0.2741311
Fibrillarin,AICS-14_159_2,16.08336,39.5334,36.83049648,94.86327624,-0.9990878,-0.2059467
Fibrillarin,AICS-14_159_3,24.12936,56.74428,48.90096696,114.1388252,-1,0.5826199
Fibrillarin,AICS-14_159_4,22.26204,52.4826,46.71860664,119.5444296,-1,0.2352692
Fibrillarin,AICS-14_159_5,33.69816,83.23992,60.61357728,167.7912984,-1,-0.4598894
Fibrillarin,AICS-14_159_6,14.02164,41.65992,32.52235788,94.28483808,-1,-0.4959247
Fibrillarin,AICS-14_159_9,29.2032,68.20956,56.24950848,140.7167748,-1,-0.4544578
Fibrillarin,AICS-14_159_10,23.03208,53.77644,47.17009896,119.1471564,-1,-0.1123186
Fibrillarin,AICS-14_160_1,17.73252,45.35244,38.65860504,107.9868641,-1,0.4240607
Fibrillarin,AICS-14_160_2,16.6914,37.9728,39.863508,89.68775976,-1,-0.7592293
Fibrillarin,AICS-14_160_3,22.61304,63.2286,46.94931144,130.466358,-1,0.1334893
Fibrillarin,AICS-14_160_4,16.3836,43.01316,35.81743236,94.65899424,-1,0.3372703
Fibrillarin,AICS-14_160_5,11.68776,51.8184,31.00694628,107.3777196,-0.8120361,-0.8461236
Fibrillarin,AICS-14_160_9,21.86244,50.92416,45.64993824,107.5806514,-1,-0.5305163
Fibrillarin,AICS-14_161_2,17.31672,50.19624,37.68245136,103.2178746,-1,-0.4779748
Fibrillarin,AICS-14_161_4,15.56388,55.60164,37.17436536,132.7756176,-1,-0.6960526
Fibrillarin,AICS-14_161_6,11.61648,44.12448,28.82801976,93.61017204,-1,0.5167407
Fibrillarin,AICS-14_161_7,18.32868,40.32504,40.86636384,94.11229836,-1,-0.07763849
Fibrillarin,AICS-14_162_1,23.70384,62.36352,46.74793944,125.66835,-1,0.2062409
Fibrillarin,AICS-14_162_3,23.04504,54.53028,47.2265064,118.715778,-1,0.2311943
Fibrillarin,AICS-14_162_4,14.86728,49.41216,34.00059132,109.4276982,-0.999552,-0.332015
Fibrillarin,AICS-14_162_5,21.22092,47.52324,43.38723864,104.6527723,-1,0.1769009
Fibrillarin,AICS-14_162_6,28.3122,65.92212,55.24420824,144.1312524,-1,-0.2474128
Fibrillarin,AICS-14_162_7,19.71864,50.5386,41.84181912,105.7962626,-1,-0.1033674
Fibrillarin,AICS-14_162_8,26.54748,71.0424,50.59107168,137.030154,-1,0.1112009
Fibrillarin,AICS-14_162_9,28.05408,50.19408,56.92581576,104.4542638,-1,-0.5497386
Fibrillarin,AICS-14_163_1,19.35792,47.95416,43.32864288,106.1434024,-1,0.2174647
Fibrillarin,AICS-14_163_2,18.27036,40.1274,40.19683104,91.70040888,-1,0.143423
Fibrillarin,AICS-14_163_4,16.60824,43.02504,37.91510004,102.3304643,-1,-0.1593186
Fibrillarin,AICS-14_163_5,24.64668,69.50016,48.51777816,135.2897412,-1,-0.1053827
Fibrillarin,AICS-14_163_6,14.81976,46.2834,34.71068952,104.4741565,-0.9995555,-0.5612761
Fibrillarin,AICS-14_163_9,12.93192,87.67548,33.89557524,128.0507088,0.4764514,0.0698527
Fibrillarin,AICS-14_163_10,12.8412,47.169,31.80314556,105.8834812,-0.9949194,-0.5013265
Fibrillarin,AICS-14_164_2,20.05344,47.41308,42.48840948,106.408969,-1,-0.2238955
Fibrillarin,AICS-14_164_3,20.29428,51.64992,43.620318,110.5948992,-1,-0.05260162
Fibrillarin,AICS-14_164_4,28.49148,61.8462,53.88969636,125.441952,-1,0.1648163
Fibrillarin,AICS-14_164_5,17.36316,42.66,38.82930564,96.81559524,-1,-0.593092
Fibrillarin,AICS-14_164_6,18.61812,46.251,41.16342828,107.924043,-1,0.3128212
Fibrillarin,AICS-14_164_7,18.35028,42.62976,39.52597128,91.77554508,-1,0.6364543
Fibrillarin,AICS-14_164_8,20.68308,51.62832,43.22947008,106.9748941,-1,-0.5128741
Fibrillarin,AICS-14_164_10,23.51592,48.00384,47.7182964,92.18575032,-1,-0.6931126
Fibrillarin,AICS-14_164_11,16.83504,36.08928,37.74418992,88.20127356,-1,0.08290841
Fibrillarin,AICS-14_165_1,25.0992,63.36684,48.10082172,125.1970464,-1,-0.6153367
Fibrillarin,AICS-14_165_3,12.69864,38.65752,31.1694174,80.57907564,-1,-0.3189904
Fibrillarin,AICS-14_165_4,26.36928,67.32396,52.64307564,148.9715136,-1,0.2477817
Fibrillarin,AICS-14_165_5,17.53704,43.16004,38.31035952,110.4467918,-1,-0.2880853
Fibrillarin,AICS-14_165_8,18.72828,44.03268,41.6260368,109.4156741,-1,0.4640555
Fibrillarin,AICS-14_165_10,21.82356,54.9828,46.00249056,128.7679656,-1,0.4764547
Fibrillarin,AICS-14_165_11,19.36116,50.77404,41.01891768,117.9177396,-1,0.6589503
Fibrillarin,AICS-14_165_13,17.81568,53.35524,40.51745484,123.938646,-1,0.1630815
Fibrillarin,AICS-14_165_14,21.1356,46.54908,46.3117188,107.7897174,-1,0.3647012
Fibrillarin,AICS-14_166_1,14.02488,40.82076,33.77463564,94.3600674,-1,-0.9517481
Fibrillarin,AICS-14_166_4,19.7154,54.84348,41.15561784,107.8481851,-1,0.2135596
Fibrillarin,AICS-14_166_7,28.51416,68.80248,53.57726712,135.8497416,-1,0.2494516
Fibrillarin,AICS-14_166_9,18.24336,48.32352,39.48795504,104.5237313,-1,0.4354721
Fibrillarin,AICS-14_166_10,24.43932,66.5226,49.61349792,124.3922568,-1,0.3134919
Fibrillarin,AICS-14_166_12,16.2972,42.63408,37.1774034,100.4064654,-1,0.1158674
Fibrillarin,AICS-14_167_2,15.34464,36.7632,35.62129836,81.9058494,-1,0.07561497
Fibrillarin,AICS-14_167_3,13.32828,34.85916,31.46429352,83.66041644,-0.9997597,-0.002490659
Fibrillarin,AICS-14_167_4,12.08628,41.22468,30.74648964,89.20887852,-1,-0.6082384
Fibrillarin,AICS-14_167_5,26.21808,65.76768,52.036038,127.7829888,-1,-0.2543685
Fibrillarin,AICS-14_167_7,26.86068,77.04504,84.0955662,126.4682508,-0.7450582,0.3322031
Fibrillarin,AICS-14_167_8,19.56204,51.95988,40.7806236,109.0731205,-1,0.1431268
Fibrillarin,AICS-14_167_9,24.06024,63.6228,48.27956556,135.4380348,-1,-0.01869086
Fibrillarin,AICS-14_167_11,18.91512,43.91928,42.59123724,95.66228076,-1,0.4774119
Fibrillarin,AICS-14_168_4,19.23696,49.02984,49.05766464,115.6434233,-1,-0.03252401
Fibrillarin,AICS-14_168_7,21.9078,50.4738,46.15675548,117.1451928,-1,-0.4301764
Fibrillarin,AICS-14_169_2,19.76724,44.78436,45.60564804,110.7667638,-1,0.599699
Fibrillarin,AICS-14_169_4,27.24408,62.67348,52.46265564,118.561548,-1,0.398751
Fibrillarin,AICS-14_169_7,25.41672,61.13664,51.6952188,127.8687756,-1,-0.5683724
Fibrillarin,AICS-14_170_2,18.45072,42.33492,40.12969152,87.75641604,-1,0.04858516
Fibrillarin,AICS-14_170_3,25.73856,60.84288,50.55480144,118.5041628,-1,0.1463744
Fibrillarin,AICS-14_170_6,24.2784,57.67308,47.8972614,116.8028604,-1,-0.8331478
Fibrillarin,AICS-14_170_9,21.67128,43.72596,45.89770728,95.07146928,-1,0.2217078
Fibrillarin,AICS-14_170_10,20.46168,46.43136,43.03006524,101.7320053,-1,-0.5948429
Fibrillarin,AICS-14_171_3,27.47304,68.52276,51.53192124,138.67023,-1,0.1247929
Fibrillarin,AICS-14_171_5,10.80324,90.13356,36.91376904,125.9297844,0.5572651,-0.1046394
Fibrillarin,AICS-14_172_1,26.98488,62.24796,54.03448632,119.7555792,-1,-0.5445896
Fibrillarin,AICS-14_172_2,27.15012,66.42216,53.55934152,132.9050544,-1,0.1414876
Fibrillarin,AICS-14_172_3,15.59736,48.62484,39.17403588,107.4984031,-0.7282251,-0.04207852
Fibrillarin,AICS-14_172_6,27.67824,69.012,51.08647008,122.075082,-1,-0.1765154
Fibrillarin,AICS-14_172_7,24.26868,66.50532,47.38471728,133.1067756,-1,0.1706415
Fibrillarin,AICS-14_172_9,20.51784,63.3474,42.54300108,123.4205496,-0.8583589,0.1972853
Fibrillarin,AICS-14_172_11,20.49192,49.36464,43.16937276,93.573378,-1,-0.2042173
Fibrillarin,AICS-14_173_5,31.69692,79.48908,58.24637376,149.4310608,-1,-0.4845616
Fibrillarin,AICS-14_173_7,8.58384,35.95968,25.89436728,77.51985084,-1,-0.613713
Fibrillarin,AICS-14_174_1,18.76608,56.2626,39.11408988,118.9297212,-1,-0.04110385
Fibrillarin,AICS-14_174_3,26.0118,62.50392,51.14706792,137.3771424,-1,0.3458085
Fibrillarin,AICS-14_174_5,21.222,51.0624,44.98003296,113.4558832,-1,-0.5012332
Fibrillarin,AICS-14_174_6,24.44688,56.62764,48.46542144,117.1564836,-1,0.5058808
Fibrillarin,AICS-14_174_8,23.26752,49.64436,50.4872778,112.80686,-1,-0.1509616
Fibrillarin,AICS-14_174_9,21.45312,52.8336,46.34715096,113.2973114,-1,0.2348548
Fibrillarin,AICS-14_174_10,27.5886,67.34772,52.94061732,130.4235228,-1,-0.07067387
Fibrillarin,AICS-14_175_2,15.30576,39.89196,34.88495196,93.52986768,-1,0.3289012
Fibrillarin,AICS-14_175_6,27.83484,65.1564,55.27738224,149.511726,-1,-0.1775864
Fibrillarin,AICS-14_175_7,14.40504,33.49512,35.09930256,75.55446012,-0.9965126,-0.4622943
Fibrillarin,AICS-14_175_9,11.28924,47.47464,29.4209148,97.05387768,-1,0.573277
Fibrillarin,AICS-14_176_1,15.5142,37.50192,36.66887508,91.68191292,-1,-0.2149746
Fibrillarin,AICS-14_176_4,17.33616,38.30004,37.93224576,87.67007052,-1,0.241792
Fibrillarin,AICS-14_176_5,17.93016,48.41856,38.15619936,92.05093584,-1,0.6711181
Fibrillarin,AICS-14_176_6,10.25028,56.1438,26.99282244,96.8586516,-1,-0.2692546
Fibrillarin,AICS-14_176_7,35.16912,71.77896,62.33352696,142.6885908,-1,-0.3734471
Fibrillarin,AICS-14_176_8,18.76716,45.66456,40.80953736,98.09501748,-1,0.01469206
Fibrillarin,AICS-14_177_1,32.4864,72.98424,61.34676924,132.5875152,-1,-0.7963431
Fibrillarin,AICS-14_177_2,26.27208,54.7236,52.569441,124.3967964,-1,-0.4785057
Fibrillarin,AICS-14_177_3,17.85672,43.08984,38.98075368,97.78888548,-1,0.1946834
Fibrillarin,AICS-14_177_4,16.61256,38.1726,37.4621178,96.07782876,-1,0.930508
Fibrillarin,AICS-14_177_7,15.04656,35.49636,36.42490068,89.40933096,-1,-0.1436711
Fibrillarin,AICS-14_177_8,16.72812,36.91224,37.89790776,86.49157872,-1,0.3469036
Fibrillarin,AICS-14_177_9,11.48256,33.86556,29.77245444,80.38120728,-1,-0.6913875
Fibrillarin,AICS-14_177_10,11.93832,34.65828,29.8499652,74.80625256,-1,0.5246268
Fibrillarin,AICS-14_177_11,37.95228,97.01964,69.783546,159.3855888,-1,-0.4493186
Fibrillarin,AICS-14_177_12,19.49292,49.7502,42.35269872,101.5747489,-1,0.571476
Fibrillarin,AICS-14_178_1,19.83528,43.929,43.96227792,117.8349792,-1,0.3112108
Fibrillarin,AICS-14_178_2,20.61828,43.74972,45.26151144,99.6147708,-1,-0.3715501
Fibrillarin,AICS-14_178_3,12.79692,32.51664,31.74116256,76.92490716,-0.9649497,0.8173786
Fibrillarin,AICS-14_178_4,13.0572,33.15168,33.33959064,83.53093308,-1,0.2309292
Fibrillarin,AICS-14_178_7,19.7046,33.61824,44.70759876,81.35843184,-1,-0.01204765
Fibrillarin,AICS-14_178_8,21.63564,43.19784,48.45215184,113.7033496,-1,0.6317508
Fibrillarin,AICS-14_178_10,25.09272,59.43672,50.57136516,121.5225312,-1,-0.1375556
Fibrillarin,AICS-14_178_11,19.05336,44.81892,45.97886136,111.5672117,-1,0.1828814
Fibrillarin,AICS-14_179_3,21.94128,55.68372,46.02602664,121.7726748,-1,-0.2684848
Fibrillarin,AICS-14_179_4,18.50256,47.31696,39.46422108,101.932225,-1,0.5973944
Fibrillarin,AICS-14_179_6,19.03608,49.1562,41.41361844,113.3629261,-1,-0.8700587
ZO1,AICS-23_0_2,29.44836,60.8904,56.50222452,132.9517308,-0.008205931,0.01104581
ZO1,AICS-23_0_3,36.08928,89.48556,63.76538664,161.6264052,0.1615409,0.02819487
ZO1,AICS-23_0_4,21.32568,50.21784,45.02731464,107.6572542,0.08389696,-0.01717389
ZO1,AICS-23_0_5,15.53148,40.79484,35.56769616,91.05932424,0.1770924,0.04413662
ZO1,AICS-23_0_6,21.73824,51.5484,44.83624404,108.9386669,0.1115212,0.04760745
ZO1,AICS-23_1_1,23.39496,62.3322,46.53173808,126.8807724,0.2266167,-0.0301226
ZO1,AICS-23_1_2,25.19964,60.09336,49.72062084,119.8659264,0.1329874,-0.02456105
ZO1,AICS-23_1_4,13.36068,98.4528,50.33645832,154.9187388,0.7248011,-0.01216301
ZO1,AICS-23_2_1,12.52044,48.66912,31.28281428,94.6453056,0.4804067,-0.09784268
ZO1,AICS-23_2_2,11.82708,57.0618,30.43955448,109.6298501,0.6327548,-0.1028712
ZO1,AICS-23_2_3,25.55172,66.00852,50.06188236,136.0892928,0.1509666,0.01642711
ZO1,AICS-23_2_4,34.45308,89.97264,64.326714,150.3123252,0.3332116,-0.007640621
ZO1,AICS-23_2_5,19.03284,47.358,41.91671088,111.013753,0.1619546,0.01323071
ZO1,AICS-23_3_1,31.77036,88.69608,58.80319644,172.0236024,0.2937112,-0.04425325
ZO1,AICS-23_3_3,43.335,115.70256,71.86444044,162.8576844,0.3147383,-0.03282729
ZO1,AICS-23_4_3,30.86748,75.7404,60.0806748,161.8235868,0.1637502,-0.07668428
ZO1,AICS-23_4_4,19.29096,50.14656,40.56742536,114.0994238,0.1870865,-0.02381656
ZO1,AICS-23_4_6,24.57216,58.28328,49.44199416,121.6613964,0.1689032,-0.002731033
ZO1,AICS-23_5_1,16.49808,45.08676,39.14330628,109.5114131,0.2483414,-0.04079278
ZO1,AICS-23_5_2,22.03848,57.04776,45.8688168,125.0196528,0.2350585,-0.06494319
ZO1,AICS-23_5_3,18.86436,54.4536,40.45506444,116.8618752,0.2691836,-0.04456465
ZO1,AICS-23_5_4,4.99932,48.08268,19.05983652,79.02606684,0.7951953,-0.008422084
ZO1,AICS-23_5_6,4.6548,46.35792,18.67633344,83.28595764,0.8256112,-0.01560704
ZO1,AICS-23_6_1,23.17356,50.39064,47.56826844,108.3137851,0.05788671,-0.008966763
ZO1,AICS-23_6_4,28.68264,67.63608,57.26444664,139.2216168,0.117316,-0.06334246
ZO1,AICS-23_6_5,15.88572,38.82816,36.1470306,86.03754888,0.1841142,-0.04040132
ZO1,AICS-23_6_6,21.11184,46.55664,43.6539576,110.8195512,0.05381513,-0.1135605
ZO1,AICS-23_6_7,20.70036,46.47888,44.7789636,112.6476598,0.09502483,-0.03019234
ZO1,AICS-23_6_8,23.51052,52.73424,47.84649936,109.6578443,0.1679477,0.03981501
ZO1,AICS-23_7_1,13.71276,40.78512,35.46165576,83.93011524,0.3686512,-0.1139447
ZO1,AICS-23_7_3,10.08072,86.31036,40.20038124,129.4044408,0.7565345,-0.03011871
ZO1,AICS-23_7_5,17.86104,47.22084,41.57384304,106.8900734,0.3031758,-0.04267366
ZO1,AICS-23_7_6,15.15672,37.00512,35.1459906,82.97478552,0.1669755,-0.03637842
ZO1,AICS-23_7_7,16.60716,42.64704,37.62772008,93.73595388,0.191083,0.003075518
ZO1,AICS-23_7_8,35.50284,87.80508,69.0799662,171.3218268,0.3522655,-0.08428027
ZO1,AICS-23_8_1,14.55192,40.07016,35.12447988,105.3513353,0.2523406,-0.09612128
ZO1,AICS-23_8_2,9.96192,43.79616,27.9156882,84.4806174,0.5592954,-0.09612406
ZO1,AICS-23_8_3,22.52664,58.50684,47.89013772,125.439624,0.2780327,-0.03874862
ZO1,AICS-23_8_4,24.53544,59.07492,49.747905,114.2736164,0.2483346,-0.008646041
ZO1,AICS-23_8_6,40.87692,97.81128,73.8266418,170.6564844,0.2146961,0.03165117
ZO1,AICS-23_8_7,32.18616,74.72304,62.3476812,141.6316788,0.2024519,-0.04833275
ZO1,AICS-23_9_1,23.9814,55.26684,52.00417932,130.0552332,0.08882959,-0.1059157
ZO1,AICS-23_9_2,7.91424,48.34296,23.7915198,85.26325608,0.6593512,0.05778534
ZO1,AICS-23_9_3,15.30468,44.6094,35.77109352,97.97141232,0.2105992,0.06290539
ZO1,AICS-23_10_1,22.29768,52.50528,47.49598404,122.9330664,0.1599835,-0.06996994
ZO1,AICS-23_10_2,24.66504,48.3354,50.02597296,102.1485427,0.003371735,-0.02319625
ZO1,AICS-23_10_3,18.13644,41.51628,41.63626836,92.98917804,0.04216702,-0.000405453
ZO1,AICS-23_10_6,32.09544,67.19004,63.73669404,133.2095568,0.09147631,-0.09927385
ZO1,AICS-23_11_1,17.75412,47.72628,39.63017256,108.4575508,0.169766,-0.1161854
ZO1,AICS-23_11_2,20.44872,56.06496,45.96447432,122.8605492,0.2283208,0.01352906
ZO1,AICS-23_11_4,12.8898,46.86552,34.3136142,96.18268188,0.4550167,-0.000411191
ZO1,AICS-23_11_5,19.1538,49.67244,43.6991208,113.2364459,0.1644816,-0.02701412
ZO1,AICS-23_11_6,16.88688,39.8952,38.70530472,90.83587116,0.0850885,0.04130572
ZO1,AICS-23_12_1,18.65592,37.01376,41.23397832,88.2499986,-0.1214801,0.05654564
ZO1,AICS-23_12_2,56.54016,136.0584,93.540204,245.6101692,0.2104484,0.01670721
ZO1,AICS-23_12_3,17.46468,49.36464,38.0573874,93.4575018,0.234435,-0.009334034
ZO1,AICS-23_12_4,5.454,46.55556,19.32476292,85.84530264,0.7744319,-0.0212358
ZO1,AICS-23_12_5,25.92216,62.93376,55.49034768,148.0566096,0.179166,-0.05413493
ZO1,AICS-23_12_6,5.9832,47.82564,21.12216516,80.84716812,0.7219865,0.07447841
ZO1,AICS-23_13_1,22.39812,46.11708,48.7219554,105.4951126,0.01298471,-0.1149871
ZO1,AICS-23_13_2,21.80412,53.1468,48.54084864,123.9078,0.1947432,-0.1024738
ZO1,AICS-23_13_3,15.77124,36.94572,37.45095504,92.2372806,0.1246497,-0.009715771
ZO1,AICS-23_13_4,17.67636,38.10348,42.4344348,88.98769524,0.02449414,6.66E-05
ZO1,AICS-23_13_5,25.45884,57.32208,55.38592524,133.6919184,0.1065242,0.02485755
ZO1,AICS-23_13_7,16.20972,39.14244,38.7269784,87.03912432,0.1093341,-0.04046825
ZO1,AICS-23_14_2,15.29496,38.30868,37.10131272,95.80658184,0.08066376,0.04550838
ZO1,AICS-23_14_3,13.91364,43.0866,35.34644304,99.4129332,0.3198139,-0.002419559
ZO1,AICS-23_14_4,28.07244,64.23516,55.81400952,132.8255532,0.05003835,0.05442157
ZO1,AICS-23_14_5,17.40636,40.11984,39.78788292,92.05554528,0.08125766,0.0213241
ZO1,AICS-23_14_6,17.23788,37.73628,40.32790908,90.23378052,-0.02507306,-0.05297279
ZO1,AICS-23_15_1,22.842,51.41664,46.45472784,108.4678172,0.04371017,-0.07496201
ZO1,AICS-23_15_2,25.07976,64.73196,48.29466264,129.941976,0.1697322,-0.01703439
ZO1,AICS-23_15_3,33.615,86.24664,59.74786392,156.9122052,0.2132652,0.02245843
ZO1,AICS-23_15_4,20.47032,57.06936,45.481554,123.5397432,0.2375858,-0.1336017
ZO1,AICS-23_15_5,33.29748,84.00456,60.93259476,147.7457052,0.1742678,0.003772485
ZO1,AICS-23_15_6,29.67948,69.903,55.66433076,148.8176328,0.1159029,-0.07527319
ZO1,AICS-23_15_7,21.40236,40.851,44.23361796,91.58457924,-0.1353,0.01983404
ZO1,AICS-23_16_1,25.23636,56.9052,55.023735,138.9253788,0.1034054,0.01931234
