classes,Cell ID,Nuclear volume (fL),Cellular volume (fL),Nuclear surface area (&micro;m&sup2;),Cellular surface area (&micro;m&sup2;),Radial proximity (unitless),Apical proximity (unitless)
Tom20,AICS-11_48_4,22.58604,49.26636,47.08568,110.543,0.860116,0.4702517
Tom20,AICS-11_48_5,17.31024,41.08428,39.92643,112.5452,0.6646886,-0.1586225
Tom20,AICS-11_49_1,26.19648,64.30536,48.98483,116.2329,0.9399862,0.2045458
Tom20,AICS-11_49_2,21.6972,59.25528,47.31209,144.912,0.8426769,0.01673236
Tom20,AICS-11_49_3,17.57484,33.50592,43.8563,87.82016,0.739756,-0.3206188
Tom20,AICS-11_49_4,27.5562,79.50744,65.07784,213.1816,0.956142,-0.01858195
Tom20,AICS-11_49_5,15.91272,45.10404,42.32076,107.6289,0.9697083,-0.09478056
Tom20,AICS-11_50_1,27.37044,59.64408,51.6005,135.017,0.8127692,-0.04819197
Tom20,AICS-11_50_3,30.25296,68.8176,56.62968,147.7847,0.7685306,-0.181806
Tom20,AICS-11_50_4,26.6652,64.55268,52.73006,130.9604,0.9424606,-0.04821587
Tom20,AICS-11_51_1,23.57748,56.83932,45.88828,104.4303,0.8916089,0.4645759
Tom20,AICS-11_51_2,22.10112,57.01752,45.03065,123.2331,0.9759756,0.2922626
Tom20,AICS-11_51_3,20.63016,48.1842,42.19467,99.4892,0.8780432,0.3082812
Tom20,AICS-11_51_4,19.78128,42.2496,47.48388,95.79427,0.8430221,0.4404072
Tom20,AICS-11_51_5,21.84192,51.14232,44.81131,110.7197,0.8782704,-0.1585153
Tom20,AICS-11_51_6,32.71212,77.19408,62.24328,171.3244,0.7948356,0.204713
Tom20,AICS-11_51_7,23.18652,54.47412,46.08468,109.2859,0.9945717,0.3081412
Tom20,AICS-11_51_8,22.896,52.2126,48.07717,105.4147,0.8320298,0.5046642
Tom20,AICS-11_52_1,19.7964,47.90556,47.18726,103.1068,0.9253378,0.3648241
Tom20,AICS-11_52_2,15.14592,44.7228,36.28549,96.67791,0.8182343,0.06356756
Tom20,AICS-11_52_6,18.28224,47.2986,40.33886,103.3556,0.8810065,-0.2933356
Tom20,AICS-11_52_7,16.71084,43.335,39.18469,95.78241,0.9094518,0.05940207
Tom20,AICS-11_52_8,18.31356,41.20848,40.03269,95.83943,0.9575815,0.4410907
Tom20,AICS-11_52_9,19.09656,59.39568,42.16027,131.8536,0.9886997,-0.1103047
Tom20,AICS-11_52_10,16.26048,39.56796,37.63396,88.57449,0.9702712,0.2808962
Tom20,AICS-11_53_1,30.44736,71.50032,55.69919,145.5024,0.9013131,0.3558753
Tom20,AICS-11_53_2,27.43524,63.79776,52.1127,132.5542,0.7932699,-0.1274931
Tom20,AICS-11_53_3,28.0206,68.82624,53.65607,133.588,0.9494902,0.1758503
Tom20,AICS-11_53_5,18.50364,50.4252,40.04856,102.8213,0.9277125,-0.02788149
Tom20,AICS-11_53_6,27.6264,65.53764,51.3294,133.5777,0.9417036,0.3139988
Tom20,AICS-11_53_7,31.43556,77.59584,57.94139,132.6997,0.8410856,0.4459037
Tom20,AICS-11_54_1,18.954,37.71144,40.702,82.80254,0.8591237,0.397536
Tom20,AICS-11_54_2,16.95816,42.0984,42.99595,100.1071,0.8755707,0.05672286
Tom20,AICS-11_54_3,21.35916,46.46592,46.00496,114.8272,0.8890855,0.4832491
Tom20,AICS-11_54_4,23.7816,60.52644,47.11037,121.2572,0.9397181,0.2172251
Tom20,AICS-11_54_5,28.3608,63.41004,55.96652,130.4363,0.7398123,0.1547094
Tom20,AICS-11_54_6,18.56412,46.50372,43.01505,103.5563,0.9690261,0.5984526
Tom20,AICS-11_54_7,15.92676,34.27596,37.56883,75.68987,0.9077877,0.4860116
Tom20,AICS-11_55_1,29.02608,73.31256,55.92572,136.4619,0.9953479,0.4946217
Tom20,AICS-11_55_2,29.92572,75.0114,56.44286,153.8235,0.8950107,0.1826242
Tom20,AICS-11_55_3,30.1698,67.57128,58.78746,151.0179,0.8265003,0.2825158
Tom20,AICS-11_55_4,15.82956,47.29752,36.6119,104.4103,0.9076108,0.09831415
Tom20,AICS-11_55_5,20.30508,49.8204,43.23444,115.6842,0.9702281,-0.07527014
Tom20,AICS-11_56_1,30.50676,74.25432,61.68767,157.2235,0.9875429,0.260077
Tom20,AICS-11_56_2,34.7004,85.52088,62.81136,161.1483,0.8698124,0.4544991
Tom20,AICS-11_56_3,27.71172,66.43728,57.3056,130.8055,0.8105984,0.1181621
Tom20,AICS-11_56_4,34.3818,87.0048,61.09048,159.1082,0.9311393,0.5828427
Tom20,AICS-11_56_5,33.32664,80.90172,61.17305,157.6628,0.9405801,0.06674244
Tom20,AICS-11_56_6,22.87764,57.30156,53.05542,138.4692,0.9394503,0.1781232
Tom20,AICS-11_56_7,19.97568,40.14468,45.90623,86.55264,0.9114468,0.7241831
Tom20,AICS-11_56_8,18.03168,34.30404,41.21967,69.45812,0.8520576,0.5444583
Tom20,AICS-11_57_1,16.34364,36.11088,37.836,92.27994,0.9662439,-0.2306848
Tom20,AICS-11_57_2,22.41432,48.6,48.3305,114.689,0.9709341,0.6123112
Tom20,AICS-11_57_3,32.94648,73.26072,65.00983,167.7029,0.8748125,0.1327233
Tom20,AICS-11_57_4,20.2554,42.92892,46.68165,107.6787,0.8305317,0.1592925
Tom20,AICS-11_57_6,23.7276,46.53072,51.17955,110.2182,0.8489297,0.2110818
Tom20,AICS-11_58_2,20.3634,52.623,42.33946,107.8535,0.9955852,0.298747
Tom20,AICS-11_58_3,19.23372,48.29652,44.34719,110.2978,0.9075625,-0.2424141
Tom20,AICS-11_58_4,36.43164,82.70964,65.43274,150.7115,0.8100863,0.4111347
Tom20,AICS-11_58_5,17.87076,33.97572,40.80691,80.12367,0.9839296,0.7814473
Tom20,AICS-11_58_6,26.71488,51.79572,53.21224,110.4755,0.976548,0.3195466
Tom20,AICS-11_58_7,12.5388,41.60592,30.38498,78.65575,0.8689023,0.1998088
Alpha tubulin,AICS-12_0_1,17.58888,51.89832,41.78298,130.9804,0.5955777,0.294852
Alpha tubulin,AICS-12_0_2,25.05816,63.9306,52.73751,143.4594,0.7627547,-0.2229926
Alpha tubulin,AICS-12_0_5,19.54368,52.36596,40.90551,114.0326,0.8937209,-0.5008636
Alpha tubulin,AICS-12_0_6,23.84856,66.50856,49.8353,179.7014,0.8264604,-0.3936346
Alpha tubulin,AICS-12_1_2,25.47936,60.55452,51.04895,137.7202,0.629095,0.09386685
Alpha tubulin,AICS-12_1_4,28.65348,82.34352,53.33718,153.4363,0.7711059,0.09071636
Alpha tubulin,AICS-12_1_5,16.2972,38.93076,37.68531,84.626,0.8164595,0.1510755
Alpha tubulin,AICS-12_1_6,17.78112,44.06616,39.24827,101.5222,0.7660183,-0.319384
Alpha tubulin,AICS-12_1_7,5.07924,53.43408,19.5503,89.55403,0.5587772,0.6465347
Alpha tubulin,AICS-12_1_8,15.174,38.29356,35.77815,77.56248,0.865775,-0.2247308
Alpha tubulin,AICS-12_2_1,20.6496,47.71872,41.99763,100.8111,0.773488,0.1522953
Alpha tubulin,AICS-12_2_2,21.18096,53.22996,45.09068,113.146,0.6958573,-0.01670749
Alpha tubulin,AICS-12_2_3,26.3304,60.1884,51.13472,125.7447,0.6168237,0.02191068
Alpha tubulin,AICS-12_2_4,38.06892,86.0436,67.73065,159.4062,0.6475124,-0.251061
Alpha tubulin,AICS-12_2_5,19.69164,45.11376,42.7611,93.83807,0.8465896,-0.277402
Alpha tubulin,AICS-12_2_6,16.9668,38.08296,37.50473,92.27919,0.7484042,0.0850677
Alpha tubulin,AICS-12_2_7,21.681,49.194,44.34676,97.578,0.7406727,0.05870476
Alpha tubulin,AICS-12_2_8,6.86124,48.17664,21.10657,82.60381,0.9604206,-0.1902411
Alpha tubulin,AICS-12_3_2,34.74792,113.7035,65.21829,189.0209,0.7931702,-0.4006446
Alpha tubulin,AICS-12_3_3,18.20988,51.7752,39.73518,122.3341,0.657074,-0.4259833
Alpha tubulin,AICS-12_3_4,45.88272,161.3531,90.63733,274.4145,0.8549494,-0.5441301
Alpha tubulin,AICS-12_3_12,18.08568,49.0104,39.56156,95.99329,0.8747214,-0.4136614
Alpha tubulin,AICS-12_4_1,19.926,45.0954,41.07843,93.30545,0.7378659,-0.02002064
Alpha tubulin,AICS-12_4_2,20.68632,55.82844,42.55897,117.0717,0.6954959,-0.3824084
Alpha tubulin,AICS-12_4_3,23.13792,51.5052,48.22638,105.5983,0.8740357,0.3386207
Alpha tubulin,AICS-12_4_4,14.98716,48.735,33.72872,90.89059,0.9219969,-0.2419122
Alpha tubulin,AICS-12_4_5,35.55036,88.44228,62.08906,173.2825,0.6431003,0.06617096
Alpha tubulin,AICS-12_4_6,27.07776,52.17264,53.52713,104.6447,0.7126075,0.3655568
Alpha tubulin,AICS-12_4_7,21.64104,56.4786,48.29449,138.8193,0.7913812,0.04506157
Alpha tubulin,AICS-12_4_8,13.76352,44.7714,33.63214,95.34426,0.9562837,-0.1790531
Alpha tubulin,AICS-12_5_1,29.64168,70.21512,54.13588,139.3957,0.8324414,-0.1597366
Alpha tubulin,AICS-12_5_2,32.6376,93.19428,59.09998,191.534,0.6877779,-0.1016399
Alpha tubulin,AICS-12_5_3,32.45832,73.00584,60.11005,137.9349,0.6143172,-0.004550004
Alpha tubulin,AICS-12_5_4,4.79844,43.48512,18.49117,84.88268,0.5446689,0.5017048
Alpha tubulin,AICS-12_6_1,21.56328,64.13472,59.33214,146.7794,0.6902957,0.05904763
Alpha tubulin,AICS-12_6_2,26.88876,75.45852,51.0566,153.4165,0.7946478,-0.490241
Alpha tubulin,AICS-12_6_3,30.58992,75.78036,58.64566,134.2417,0.6031411,0.06111904
Alpha tubulin,AICS-12_6_4,23.9706,59.17536,48.51434,137.273,0.7099526,-0.1669184
Alpha tubulin,AICS-12_6_5,21.63672,58.347,47.0012,121.4531,0.596571,-0.3012861
Alpha tubulin,AICS-12_6_6,21.35052,64.719,46.93432,150.1396,0.7400311,-0.2730677
Alpha tubulin,AICS-12_6_7,20.00592,50.40144,43.71719,118.3881,0.6828558,-0.141308
Alpha tubulin,AICS-12_7_1,19.70352,44.5608,41.25267,99.04063,0.711646,-0.01544134
Alpha tubulin,AICS-12_7_2,22.48668,53.80236,50.23607,109.7932,0.8656694,0.2528995
Alpha tubulin,AICS-12_7_3,28.7388,71.26596,52.3884,134.5093,0.8825765,0.03155198
Alpha tubulin,AICS-12_7_4,19.26612,99.48204,40.68885,184.9649,0.9526905,0.05099082
Alpha tubulin,AICS-12_7_5,19.04472,54.82944,39.47403,104.2793,0.7461889,-0.1746637
Alpha tubulin,AICS-12_7_6,20.74248,53.31528,45.15176,113.1934,0.7928441,0.3265211
Alpha tubulin,AICS-12_7_7,19.07928,45.45936,41.23895,104.1099,0.8686461,-0.2232507
Alpha tubulin,AICS-12_7_8,7.81704,40.5378,23.78832,75.15829,0.9735802,-0.02151943
Alpha tubulin,AICS-12_7_9,9.52344,52.67268,26.43769,99.04198,1,0.1126721
Alpha tubulin,AICS-12_7_10,8.66484,49.10544,24.26708,85.98805,0.9801088,-0.5125104
Alpha tubulin,AICS-12_8_2,16.88904,37.68444,38.07236,86.3179,0.7433315,0.2475643
Alpha tubulin,AICS-12_8_3,18.306,43.00668,41.6958,101.8817,0.7300215,0.20853
Alpha tubulin,AICS-12_8_4,19.0728,48.61404,42.04777,103.597,0.8635293,-0.3127031
Alpha tubulin,AICS-12_8_5,19.3644,46.47672,42.02328,100.167,0.8414397,0.0455473
Alpha tubulin,AICS-12_8_6,21.75768,54.35532,45.33194,107.9328,0.7402296,0.008523975
Alpha tubulin,AICS-12_9_1,26.72244,55.1286,56.52894,121.811,0.6023245,0.2595254
Alpha tubulin,AICS-12_9_2,20.32776,46.28988,44.07658,101.4528,0.8017294,0.06075913
Alpha tubulin,AICS-12_9_3,18.48204,45.84168,42.1541,107.3888,0.7331741,0.06258187
Alpha tubulin,AICS-12_9_4,21.30192,48.86028,45.22808,99.62138,0.4547346,-0.0591358
Alpha tubulin,AICS-12_9_5,15.51312,40.1706,38.07716,80.1012,0.7902319,-0.09116238
Alpha tubulin,AICS-12_9_6,20.7684,51.98904,43.4861,108.5851,0.2849401,-0.007880974
Alpha tubulin,AICS-12_10_1,33.94116,95.8392,67.18565,183.5228,0.7211971,-0.1587809
Alpha tubulin,AICS-12_10_4,8.87652,60.75,25.65751,97.36741,0.8725408,0.04114793
Alpha tubulin,AICS-12_10_6,10.41012,48.735,28.73843,95.39403,0.9841149,0.04657281
Alpha tubulin,AICS-12_10_7,9.1962,41.06052,26.10124,75.89619,0.9928016,-0.622594
Alpha tubulin,AICS-12_11_1,24.84648,49.81068,50.73886,129.2923,0.6411976,0.09749223
Alpha tubulin,AICS-12_11_2,16.41492,49.27284,35.98273,91.66582,1,-0.7938491
Alpha tubulin,AICS-12_11_3,27.12528,69.00984,54.8367,130.9274,0.444581,-0.2666917
Alpha tubulin,AICS-12_11_4,37.26,93.50316,66.25285,164.5324,0.6868027,0.05892385
Alpha tubulin,AICS-12_11_5,20.25648,48.2328,43.35787,114.6898,0.5904091,0.1058974
Alpha tubulin,AICS-12_11_6,15.69348,48.60756,36.51832,102.248,0.931246,-0.3314863
Alpha tubulin,AICS-12_12_1,31.26708,80.52804,63.40704,160.5369,0.7357932,0.5951474
Alpha tubulin,AICS-12_12_2,17.66556,39.3498,40.12715,97.18725,0.6301871,-0.06110895
Alpha tubulin,AICS-12_12_3,28.25388,72.47556,56.00661,152.7326,0.7934389,0.7590764
Alpha tubulin,AICS-12_12_4,47.34612,135.5702,78.93437,216.0772,-0.02049262,-0.8899148
Alpha tubulin,AICS-12_12_5,19.2078,39.68028,41.49131,82.00662,0.9971868,0.8565765
Alpha tubulin,AICS-12_13_1,19.03284,40.63932,42.51978,97.50565,0.8087399,0.0267481
Alpha tubulin,AICS-12_13_2,18.61704,37.79136,43.69302,90.42835,0.5203818,0.4433642
Alpha tubulin,AICS-12_13_3,16.62444,41.14152,39.25061,84.4538,0.9040543,-0.05817446
Alpha tubulin,AICS-12_13_4,13.6782,27.75924,34.10046,75.27174,0.699756,0.08279273
Alpha tubulin,AICS-12_14_1,32.47884,73.70676,59.5677,140.3863,0.645335,-0.1080925
Alpha tubulin,AICS-12_14_2,25.08624,51.867,56.41872,114.1294,0.4511954,0.05574854
Alpha tubulin,AICS-12_14_3,21.11076,49.57308,43.04419,105.6874,0.7155017,0.1667578
Alpha tubulin,AICS-12_14_4,28.24632,61.47144,57.42244,131.6102,0.5304689,-0.238441
Alpha tubulin,AICS-12_14_5,20.15712,46.06308,45.87704,113.2708,0.3659565,-0.3717273
Alpha tubulin,AICS-12_15_1,24.14772,56.4894,46.09826,117.2071,0.7611609,-0.002647951
Alpha tubulin,AICS-12_15_2,20.49732,57.59316,41.36498,99.33182,0.784705,-0.2468588
Alpha tubulin,AICS-12_15_3,25.59924,58.05324,51.04922,125.5275,0.4366993,-0.1087647
Alpha tubulin,AICS-12_15_4,32.3406,77.62716,57.15447,144.8464,0.7499343,-0.02206383
Alpha tubulin,AICS-12_15_5,23.88528,64.84212,47.63862,145.6631,0.7904661,0.09015983
Alpha tubulin,AICS-12_15_6,27,67.75704,49.81655,120.5877,0.8399027,0.09525519
Alpha tubulin,AICS-12_15_7,10.0494,69.066,27.69064,102.4448,0.999241,0.5110801
Alpha tubulin,AICS-12_15_8,14.74524,42.29604,35.52569,86.39576,0.8579971,-0.1671129
Alpha tubulin,AICS-12_16_1,16.75404,54.55728,46.61861,115.2004,0.7128994,0.3055256
Alpha tubulin,AICS-12_16_2,20.84292,63.09144,43.82467,125.8687,0.8760678,-0.06408654
Alpha tubulin,AICS-12_16_4,21.1032,53.79696,44.97187,129.024,0.6888983,-0.04614694
Alpha tubulin,AICS-12_16_6,31.55868,87.67224,59.78302,181.4147,0.763652,-0.3365758
Alpha tubulin,AICS-12_16_7,22.1076,54.86184,48.02488,119,0.8789926,-0.1212114
Alpha tubulin,AICS-12_16_8,17.50896,47.79216,39.10111,108.6965,0.68396,-0.313966
Alpha tubulin,AICS-12_17_1,43.9452,112.6343,73.46315,190.0353,0.7997389,0.06759792
Alpha tubulin,AICS-12_17_2,21.71988,48.66588,44.25814,112.1275,0.6759482,0.081652
Alpha tubulin,AICS-12_17_3,20.11068,53.13276,45.97412,139.2652,0.7685749,0.3068846
Alpha tubulin,AICS-12_17_4,18.1224,46.50264,42.13277,108.8664,0.5708355,-0.1339428
Alpha tubulin,AICS-12_17_5,23.42412,47.82996,49.21357,121.5916,0.638945,0.2724096
Alpha tubulin,AICS-12_17_6,15.59196,37.63044,38.88285,96.49659,0.6602104,-0.2384122
Alpha tubulin,AICS-12_17_7,24.19524,52.73748,47.50438,104.3681,0.8460013,-0.07374765
Alpha tubulin,AICS-12_18_1,17.5122,35.40132,40.31829,92.14204,0.9521959,-0.3331992
Alpha tubulin,AICS-12_18_2,25.99452,52.89624,54.29644,116.5003,0.568071,-0.1569692
Alpha tubulin,AICS-12_18_3,28.76472,69.1632,57.86862,138.0458,0.7627981,-0.02577111
Alpha tubulin,AICS-12_18_4,31.6062,66.1716,62.56363,144.4298,0.5766879,0.06866429
Alpha tubulin,AICS-12_19_1,25.91784,57.19572,57.93346,135.2258,0.5633959,0.02104528
Alpha tubulin,AICS-12_19_2,32.33736,70.46676,67.00634,144.1361,0.3743751,-0.0123879
Alpha tubulin,AICS-12_19_3,26.87472,55.377,57.92529,135.3373,0.6824625,0.05882025
Alpha tubulin,AICS-12_19_4,18.8244,35.95968,42.79269,101.7757,0.4828736,0.008997268
Alpha tubulin,AICS-12_20_1,27.35532,62.65404,53.92743,127.6188,0.6484062,0.1611133
Alpha tubulin,AICS-12_20_2,14.58864,37.15092,35.5583,88.01302,0.6145467,0.01373093
Alpha tubulin,AICS-12_20_3,21.05676,47.1852,46.34399,124.7347,0.5753115,-0.02992401
Alpha tubulin,AICS-12_20_4,28.15884,67.74624,59.34655,181.3852,0.8143687,-0.2750474
Alpha tubulin,AICS-12_20_5,29.3652,79.84332,59.05313,174.8076,0.8046274,-0.214199
Alpha tubulin,AICS-12_21_1,21.2976,44.05752,44.26786,98.34965,0.7230069,0.1309853
Alpha tubulin,AICS-12_21_2,39.43188,103.9554,66.425,176.4445,0.7684399,-0.04924704
Alpha tubulin,AICS-12_21_3,19.5588,37.39068,43.66872,79.71925,0.6481834,0.1080219
Alpha tubulin,AICS-12_21_4,35.19504,82.4634,62.42035,144.8891,0.5674511,-0.2922406
Alpha tubulin,AICS-12_21_5,35.26848,76.61196,65.07584,145.3809,0.3637782,-0.2567754
Alpha tubulin,AICS-12_21_6,16.7076,38.0646,36.98113,80.85348,0.6784362,0.09193338
Alpha tubulin,AICS-12_21_7,19.0134,45.75096,41.41407,106.2865,0.6927872,-0.5754635
Alpha tubulin,AICS-12_22_1,25.76772,62.90028,50.94175,118.1634,0.6979848,0.1691453
Alpha tubulin,AICS-12_22_2,44.47656,115.5622,73.93861,195.7586,0.8005213,0.06937591
Alpha tubulin,AICS-12_22_3,23.67576,51.65856,48.63513,109.834,0.639873,-0.07791524
Alpha tubulin,AICS-12_22_4,31.48848,73.89684,60.24903,154.2019,0.6324745,-0.2205957
Alpha tubulin,AICS-12_22_5,36.10764,77.50944,62.8196,149.542,0.6097142,0.01067158
Alpha tubulin,AICS-12_22_6,24.62508,54.67716,49.02079,112.2753,0.8867727,0.1327402
Alpha tubulin,AICS-12_23_1,21.2004,47.89584,45.21856,115.1349,0.7728485,0.1613345
Alpha tubulin,AICS-12_23_2,24.85728,55.35324,50.26209,131.3927,0.568531,-0.2281846
Alpha tubulin,AICS-12_23_3,16.2432,37.85616,36.15117,78.12756,0.7137104,-0.4038061
Alpha tubulin,AICS-12_23_5,28.16208,73.926,61.99957,181.6519,0.5872443,-0.2137896
Alpha tubulin,AICS-12_23_6,12.48156,47.9628,34.10587,96.4948,0.7852327,0.703126
Alpha tubulin,AICS-12_23_8,21.01248,55.13724,57.20223,127.8679,0.8609607,-0.9581502
Alpha tubulin,AICS-12_23_9,10.05696,43.065,26.80573,87.55856,0.9989009,-0.9977745
Alpha tubulin,AICS-12_24_1,25.97508,64.97928,50.03738,133.317,0.6413362,-0.01497647
Alpha tubulin,AICS-12_24_2,25.81848,63.48888,50.53764,139.4856,0.699143,-0.07915883
Alpha tubulin,AICS-12_24_3,18.78984,52.03116,43.48053,137.9227,0.7836626,-0.06598091
Alpha tubulin,AICS-12_24_4,16.06284,32.52528,36.06685,71.54182,0.7550456,-0.09121766
Alpha tubulin,AICS-12_24_7,19.8396,41.18148,42.56343,87.92455,0.7472708,-0.1145396
Alpha tubulin,AICS-12_25_1,23.18868,53.0874,46.82485,117.2915,0.6716661,0.07941367
Alpha tubulin,AICS-12_25_2,19.521,51.17256,40.97073,117.0055,0.7430229,-0.07597985
Alpha tubulin,AICS-12_25_3,17.6364,40.99788,38.72758,93.47242,0.7593514,-0.02771755
Alpha tubulin,AICS-12_25_4,17.27892,35.00712,40.5756,81.8772,0.4442306,-0.04921832
Alpha tubulin,AICS-12_25_5,19.60416,49.23072,43.37652,91.52557,0.4301567,-0.1042939
Alpha tubulin,AICS-12_25_6,33.62796,71.15688,64.59395,149.0601,0.5635176,-0.06376876
Alpha tubulin,AICS-12_25_7,19.96596,44.73252,44.41287,114.884,0.7040951,-0.3968675
Alpha tubulin,AICS-12_26_1,25.43724,60.71976,51.8221,127.477,0.7019356,-0.2285417
Alpha tubulin,AICS-12_26_2,17.49492,44.12556,39.50397,101.1699,0.7477078,0.1104894
Alpha tubulin,AICS-12_26_3,16.39116,54.17712,36.46861,135.9571,0.9145199,-0.08434183
Alpha tubulin,AICS-12_26_4,17.22384,43.41384,37.56118,114.451,0.645228,-0.1056019
Alpha tubulin,AICS-12_26_5,18.846,43.09308,45.94469,113.1438,0.6541178,0.06277578
Alpha tubulin,AICS-12_26_6,21.07512,55.03896,44.67836,116.6616,0.7593728,-0.09298337
Alpha tubulin,AICS-12_26_7,16.90092,35.073,37.69898,77.31287,0.7577351,0.3839319
Alpha tubulin,AICS-12_26_8,17.27568,53.91576,38.17268,128.0681,0.7667387,-0.1573768
Alpha tubulin,AICS-12_26_9,17.61696,44.685,38.40468,93.19118,0.9327132,-0.2635517
Alpha tubulin,AICS-12_27_1,15.0714,41.30568,37.21766,110.2147,0.837116,0.1362476
Alpha tubulin,AICS-12_27_2,26.83584,78.5916,63.30536,176.515,0.7047843,0.06469767
Alpha tubulin,AICS-12_27_3,24.35724,65.64456,51.61915,153.2293,0.7428142,0.4556218
Alpha tubulin,AICS-12_27_4,10.7082,38.29356,27.7442,81.5407,0.978332,0.8762611
Alpha tubulin,AICS-12_27_7,13.13928,85.45284,48.60255,136.8027,0.9373084,0.268929
Alpha tubulin,AICS-12_27_9,11.36376,42.8004,29.23649,90.95987,0.9126773,-0.2944203
Alpha tubulin,AICS-12_28_1,28.2852,72.16776,55.14101,154.7934,0.4977107,-0.08885709
Alpha tubulin,AICS-12_28_3,16.34256,49.8474,45.30205,125.7764,0.7851816,-0.1664708
Alpha tubulin,AICS-12_28_4,20.11284,49.27716,47.59549,114.6401,0.5491963,-0.000699165
Alpha tubulin,AICS-12_28_6,8.71668,49.99752,24.61364,90.05403,0.9953389,-0.1756197
Alpha tubulin,AICS-12_28_7,20.33964,46.01016,42.71051,97.59572,0.7021213,-0.1181897
Alpha tubulin,AICS-12_28_8,22.90572,63.7092,47.93015,133.5279,0.8862429,-0.2104784
Alpha tubulin,AICS-12_28_9,19.55556,49.8366,45.98785,118.3743,0.8044021,-0.1802489
Alpha tubulin,AICS-12_28_10,8.74584,44.9442,24.17689,85.59345,1,0.879267
Alpha tubulin,AICS-12_29_1,16.22376,43.3026,35.43883,97.81361,0.7567568,0.1241088
Alpha tubulin,AICS-12_29_2,20.49408,51.0084,42.48144,111.024,0.6733619,0.154594
Alpha tubulin,AICS-12_29_3,28.83924,60.36768,55.97501,131.69,0.6153785,0.06176803
Alpha tubulin,AICS-12_29_4,29.46996,63.4338,54.80167,122.5555,0.7301318,-0.05299206
Alpha tubulin,AICS-12_29_5,19.89036,49.01148,44.46275,119.772,0.5521584,0.1119853
Alpha tubulin,AICS-12_29_6,22.94892,64.20708,47.98379,135.7355,0.8426778,0.004651468
Alpha tubulin,AICS-12_29_7,16.1514,39.45996,36.01019,90.01485,0.8959596,-0.6836724
Alpha tubulin,AICS-12_29_8,19.82124,43.53156,41.39185,96.94991,0.7170499,0.01837195
Alpha tubulin,AICS-12_29_9,20.00808,49.84632,42.02,117.1746,0.8060979,-0.3899621
Alpha tubulin,AICS-12_30_1,22.0482,45.55008,48.72498,101.7775,0.6809246,0.2359932
Alpha tubulin,AICS-12_30_2,20.08908,47.6712,48.10279,110.5942,0.6894993,0.10123
Alpha tubulin,AICS-12_30_3,15.4494,30.59208,37.61105,80.7232,0.3206569,0.2957126
Alpha tubulin,AICS-12_30_4,21.29652,45.4842,49.36244,111.7016,0.5462468,0.1728198
Alpha tubulin,AICS-12_30_5,17.67312,34.24572,41.49856,85.57571,0.6841625,0.04453884
Alpha tubulin,AICS-12_30_6,22.58604,45.85464,50.29514,113.6773,0.5156609,0.2126272
Alpha tubulin,AICS-12_30_7,14.337,28.458,34.75205,71.93592,0.7627578,0.1975672
Alpha tubulin,AICS-12_30_8,20.6766,40.65876,46.01328,94.68546,0.492065,0.09155923
Alpha tubulin,AICS-12_31_1,19.4886,55.87272,46.63206,117.0748,0.674874,-0.1652784
Alpha tubulin,AICS-12_31_2,33.5016,83.47104,68.65738,170.3606,0.6213778,0.04768315
Alpha tubulin,AICS-12_31_3,19.32336,43.40412,42.13095,110.2784,0.7036229,-0.07500374
Alpha tubulin,AICS-12_31_4,29.31552,68.60808,56.21987,155.4302,0.3578434,-0.06466321
Alpha tubulin,AICS-12_31_5,18.80388,56.16864,41.50958,126.4778,0.6140817,-0.2644942
Alpha tubulin,AICS-12_31_7,10.49328,46.77264,26.91111,85.61445,0.9986714,0.11048
Alpha tubulin,AICS-12_31_8,20.61612,51.08832,47.0759,134.2355,0.8810657,-0.3745414
Alpha tubulin,AICS-12_32_1,25.87032,70.35012,52.01072,147.0423,0.7067688,-0.0788127
Alpha tubulin,AICS-12_32_2,28.50552,68.49468,56.75524,148.0923,0.7764014,0.02773079
Alpha tubulin,AICS-12_32_3,31.18932,86.16348,55.42706,155.6397,0.7531528,-0.1535481
Alpha tubulin,AICS-12_32_4,22.30416,54.57888,45.63743,124.7813,0.7104533,-0.05860218
Alpha tubulin,AICS-12_32_6,29.52072,80.54748,57.50797,172.7573,0.7835383,-0.1976904
Alpha tubulin,AICS-12_32_7,16.64496,45.86976,39.41032,115.5234,0.8729689,-0.144348
Alpha tubulin,AICS-12_32_9,17.55756,37.95336,43.56211,79.24413,0.762368,0.3589243
Alpha tubulin,AICS-12_33_1,20.5308,51.96852,43.34533,124.0054,0.4537582,0.1600194
Alpha tubulin,AICS-12_33_2,27.16092,56.30148,52.04459,121.3564,0.7402079,0.2179665
Alpha tubulin,AICS-12_33_3,8.8992,39.93948,24.34651,75.29639,0.8462709,0.1676285
Alpha tubulin,AICS-12_33_4,18.28224,44.73684,39.86324,90.55095,0.7623565,-0.04186044
Alpha tubulin,AICS-12_33_5,10.13472,52.63596,27.40536,94.8762,1,0.2983827
Alpha tubulin,AICS-12_34_2,36.64656,87.8256,65.41995,181.3721,0.6693484,-0.1938481
Alpha tubulin,AICS-12_34_3,18.14724,36.56664,40.55754,88.88378,0.9236144,0.7825125
Alpha tubulin,AICS-12_34_4,31.23684,88.8354,96.21977,153.7073,0.3443078,0.7511452
Alpha tubulin,AICS-12_34_5,19.251,48.70908,41.67886,120.8989,0.7298147,0.1306754
